runid,pa_i,seed,method,vif,mrmr,boruta,dredge,parsimony
1064,pa_i9,6,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1065,pa_i9,7,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1066,pa_i9,7,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1067,pa_i9,7,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1068,pa_i9,7,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1069,pa_i9,7,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1070,pa_i9,7,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1071,pa_i9,7,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1072,pa_i9,7,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1073,pa_i9,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1074,pa_i9,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1075,pa_i9,7,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1076,pa_i9,7,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1077,pa_i9,7,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1078,pa_i9,7,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1079,pa_i9,8,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1080,pa_i9,8,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1081,pa_i9,8,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1082,pa_i9,8,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1083,pa_i9,8,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1084,pa_i9,8,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1085,pa_i9,8,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1086,pa_i9,8,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1087,pa_i9,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1088,pa_i9,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1089,pa_i9,8,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1090,pa_i9,8,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1091,pa_i9,8,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1092,pa_i9,8,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1093,pa_i9,9,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1094,pa_i9,9,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1095,pa_i9,9,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1096,pa_i9,9,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1097,pa_i9,9,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1098,pa_i9,9,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1099,pa_i9,9,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1100,pa_i9,9,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1101,pa_i9,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1102,pa_i9,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1103,pa_i9,9,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1104,pa_i9,9,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1105,pa_i9,9,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1106,pa_i9,9,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1107,pa_i9,10,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1108,pa_i9,10,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1109,pa_i9,10,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1110,pa_i9,10,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1111,pa_i9,10,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1112,pa_i9,10,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1113,pa_i9,10,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1114,pa_i9,10,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1115,pa_i9,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1116,pa_i9,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1117,pa_i9,10,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1118,pa_i9,10,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1119,pa_i9,10,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1120,pa_i9,10,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1121,pa_i10,1,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1122,pa_i10,1,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1123,pa_i10,1,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1124,pa_i10,1,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1125,pa_i10,1,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1126,pa_i10,1,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1127,pa_i10,1,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1128,pa_i10,1,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1129,pa_i10,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1130,pa_i10,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1131,pa_i10,1,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1132,pa_i10,1,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1133,pa_i10,1,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1134,pa_i10,1,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1135,pa_i10,2,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1136,pa_i10,2,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1137,pa_i10,2,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1138,pa_i10,2,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1139,pa_i10,2,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1140,pa_i10,2,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1141,pa_i10,2,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1142,pa_i10,2,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1143,pa_i10,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1144,pa_i10,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1145,pa_i10,2,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1146,pa_i10,2,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1147,pa_i10,2,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1148,pa_i10,2,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1149,pa_i10,3,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1150,pa_i10,3,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1151,pa_i10,3,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1152,pa_i10,3,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1153,pa_i10,3,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1154,pa_i10,3,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1155,pa_i10,3,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1156,pa_i10,3,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1157,pa_i10,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1158,pa_i10,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1159,pa_i10,3,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1160,pa_i10,3,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1161,pa_i10,3,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1162,pa_i10,3,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1163,pa_i10,4,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1164,pa_i10,4,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1165,pa_i10,4,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1166,pa_i10,4,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1167,pa_i10,4,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1168,pa_i10,4,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1169,pa_i10,4,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1170,pa_i10,4,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1171,pa_i10,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1172,pa_i10,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1173,pa_i10,4,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1174,pa_i10,4,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1175,pa_i10,4,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1176,pa_i10,4,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1177,pa_i10,5,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1178,pa_i10,5,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1179,pa_i10,5,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1180,pa_i10,5,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1181,pa_i10,5,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1182,pa_i10,5,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1183,pa_i10,5,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1184,pa_i10,5,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1185,pa_i10,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1186,pa_i10,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1187,pa_i10,5,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1188,pa_i10,5,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1189,pa_i10,5,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1190,pa_i10,5,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1191,pa_i10,6,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1192,pa_i10,6,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1193,pa_i10,6,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1194,pa_i10,6,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1195,pa_i10,6,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1196,pa_i10,6,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1197,pa_i10,6,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1198,pa_i10,6,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1199,pa_i10,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1200,pa_i10,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1201,pa_i10,6,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1202,pa_i10,6,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1203,pa_i10,6,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1204,pa_i10,6,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1205,pa_i10,7,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1206,pa_i10,7,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1207,pa_i10,7,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1208,pa_i10,7,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1209,pa_i10,7,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1210,pa_i10,7,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1211,pa_i10,7,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1212,pa_i10,7,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1213,pa_i10,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1214,pa_i10,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1215,pa_i10,7,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1216,pa_i10,7,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1217,pa_i10,7,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1218,pa_i10,7,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1219,pa_i10,8,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1220,pa_i10,8,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1221,pa_i10,8,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1222,pa_i10,8,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1223,pa_i10,8,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1224,pa_i10,8,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1225,pa_i10,8,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1226,pa_i10,8,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1227,pa_i10,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1228,pa_i10,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1229,pa_i10,8,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1230,pa_i10,8,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1231,pa_i10,8,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1232,pa_i10,8,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1233,pa_i10,9,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1234,pa_i10,9,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1235,pa_i10,9,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1236,pa_i10,9,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1237,pa_i10,9,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1238,pa_i10,9,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1239,pa_i10,9,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1240,pa_i10,9,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1241,pa_i10,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1242,pa_i10,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1243,pa_i10,9,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1244,pa_i10,9,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1245,pa_i10,9,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1246,pa_i10,9,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1247,pa_i10,10,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1248,pa_i10,10,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1249,pa_i10,10,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1250,pa_i10,10,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1251,pa_i10,10,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1252,pa_i10,10,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1253,pa_i10,10,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1254,pa_i10,10,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1255,pa_i10,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1256,pa_i10,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1257,pa_i10,10,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1258,pa_i10,10,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1259,pa_i10,10,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1260,pa_i10,10,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1261,pa_i11,1,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1262,pa_i11,1,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1263,pa_i11,1,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1264,pa_i11,1,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1265,pa_i11,1,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1266,pa_i11,1,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1267,pa_i11,1,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1268,pa_i11,1,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1269,pa_i11,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1270,pa_i11,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1271,pa_i11,1,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1272,pa_i11,1,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1273,pa_i11,1,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1274,pa_i11,1,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1275,pa_i11,2,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1276,pa_i11,2,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1277,pa_i11,2,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1278,pa_i11,2,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1279,pa_i11,2,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1280,pa_i11,2,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1281,pa_i11,2,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1282,pa_i11,2,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1283,pa_i11,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1284,pa_i11,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1285,pa_i11,2,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1286,pa_i11,2,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1287,pa_i11,2,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1288,pa_i11,2,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1289,pa_i11,3,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1290,pa_i11,3,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1291,pa_i11,3,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1292,pa_i11,3,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1293,pa_i11,3,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1294,pa_i11,3,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1295,pa_i11,3,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1296,pa_i11,3,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1297,pa_i11,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1298,pa_i11,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1299,pa_i11,3,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1300,pa_i11,3,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1301,pa_i11,3,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1302,pa_i11,3,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1303,pa_i11,4,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1304,pa_i11,4,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1305,pa_i11,4,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1306,pa_i11,4,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1307,pa_i11,4,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1308,pa_i11,4,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1309,pa_i11,4,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1310,pa_i11,4,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1311,pa_i11,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1312,pa_i11,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1313,pa_i11,4,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1314,pa_i11,4,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1315,pa_i11,4,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1316,pa_i11,4,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1317,pa_i11,5,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1318,pa_i11,5,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1319,pa_i11,5,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1320,pa_i11,5,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1321,pa_i11,5,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1322,pa_i11,5,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1323,pa_i11,5,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1324,pa_i11,5,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1325,pa_i11,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1326,pa_i11,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1327,pa_i11,5,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1328,pa_i11,5,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1329,pa_i11,5,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1330,pa_i11,5,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1331,pa_i11,6,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1332,pa_i11,6,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1333,pa_i11,6,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1334,pa_i11,6,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1335,pa_i11,6,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1336,pa_i11,6,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1337,pa_i11,6,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1338,pa_i11,6,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1339,pa_i11,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1340,pa_i11,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1341,pa_i11,6,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1342,pa_i11,6,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1343,pa_i11,6,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1344,pa_i11,6,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1345,pa_i11,7,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1346,pa_i11,7,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1347,pa_i11,7,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1348,pa_i11,7,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1349,pa_i11,7,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1350,pa_i11,7,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1351,pa_i11,7,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1352,pa_i11,7,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1353,pa_i11,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1354,pa_i11,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1355,pa_i11,7,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1356,pa_i11,7,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1357,pa_i11,7,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1358,pa_i11,7,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1359,pa_i11,8,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1360,pa_i11,8,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1361,pa_i11,8,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1362,pa_i11,8,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1363,pa_i11,8,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1364,pa_i11,8,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1365,pa_i11,8,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1366,pa_i11,8,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1367,pa_i11,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1368,pa_i11,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1369,pa_i11,8,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1370,pa_i11,8,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1371,pa_i11,8,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1372,pa_i11,8,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1373,pa_i11,9,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1374,pa_i11,9,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1375,pa_i11,9,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1376,pa_i11,9,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1377,pa_i11,9,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1378,pa_i11,9,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1379,pa_i11,9,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1380,pa_i11,9,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1381,pa_i11,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1382,pa_i11,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1383,pa_i11,9,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1384,pa_i11,9,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1385,pa_i11,9,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1386,pa_i11,9,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1387,pa_i11,10,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1388,pa_i11,10,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
1389,pa_i11,10,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
1390,pa_i11,10,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
1391,pa_i11,10,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
1392,pa_i11,10,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
1393,pa_i11,10,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
1394,pa_i11,10,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
1395,pa_i11,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
1396,pa_i11,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
1397,pa_i11,10,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
1398,pa_i11,10,RF,TRUE,FALSE,FALSE,FALSE,FALSE
1399,pa_i11,10,RF,FALSE,TRUE,FALSE,FALSE,FALSE
1400,pa_i11,10,RF,FALSE,FALSE,TRUE,FALSE,FALSE
1401,pa_i12,1,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
1402,pa_i12,1,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
